NOME,TIPO
SEKA MUSABALUKU,F
AMIGOKIBIRIGE,F
MUHAMMEDLUMISA,F
ELIASSEGUJJA,F
KAYIIRAMUHAMMAD,F
AMISIKASADHA,F
ABUD STEPHENTHIONGKOL,F
MALUAL DHALMUORWEL,F
MICHAELKUAJIEN,F
JOHN TOPLAM,F
ANGELO KUOTGARANG,F
KUNKIM,F
KINGCHANDY,F
"7 MAKARA PHARY CO., LTD.",J
"K D RUBBER PLANTATION CO., LTD.",J
"ROMDOUL CAPITAL PAWN CO., LTD.",J
TRYPHEAP,F
"TRY PHEAP GROUP CO., LTD.",J
"M. D. S. IMPORT EXPORT CO., LTD.",J
"TRY PHEAP DRY PORT CO., LTD.",J
"TRY PHEAP ENGINEERING & CONSTRUCTION CO., LTD.",J
"TRY PHEAP GRAND ROYAL CAMBODIA CO., LTD.",J
"TRY PHEAP IMPORT EXPORT CO., LTD.",J
"PAPA PETROLEUM CO., LTD.",J
"TRY PHEAP PROPERTY CO., LTD.",J
"TRY PHEAP TRAVEL & TOURS CO., LTD.",J
"M D S THMORDA S E Z CO., LTD.",J
"TRY PHEAP OYADAV S E Z CO., LTD.",J
RAOANWAR,F
MARIANKOCNER,F
"HOTEL HOLDING, S.R.O.",J
INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING A.S.,J
INTERNATIONAL INVESTMENT HOTELS HOLDINGS A.S.,J
"SPRAVA A INKASO POHLADAVOK, S.R.O.",J
"SPRAVA A INKASO ZMENIEK, S.R.O.",J
"TRANZ-TEL, A.S.",J
AIVARSLEMBERGS,F
VENTSPILS ATTISTIBAS AGENTURA,J
BIZNESA ATTISTIBAS ASOCIACIJA,J
LATVIJAS TRANZITA BIZNESA ASOCIACIJA,J
GRAND SERVICE EXPRESS,J
ABDOLHOSSEINKHEDRI,F
KHEDRI JAHAN DARYA CO,J
GENAVA 12,J
GENAVA 11,J
MARITIME SILK ROAD LLC,J
JAHAN DESTINATIONS TRAVEL AND TOURISM LLC,J
"GOMEI AIR SERVICES CO., LTD.",J
ESADKAPIDZIC,F
NEBOJSASARENAC,F
ZORANPETROVIC,F
NIKOLABRKIC,F
MILANSUBOTIC,F
ZELIMIRPETROVIC,F
SRETENCVJETKOVIC,F
LJUBOMARICIC,F
FALCON STRATEGIC SOLUTIONS DOO,J
VELCOM TRADE DOO BEOGRAD,J
MELVALE CORPORATION DOO BEOGRAD,J
ARANEKS DOO,J
GATEWICK LLC,J
VECTURA TRANS DOO,J
FINROST LIMITED,J
TARDIGRADE LIMITED,J
MOONSTORM ENTERPRISES LIMITED,J
BUSINESS DIVERSITY LIMITED,J
KIMSOPHARY,F
KIMPHARA,F
"CAMBO ELITE SECURITY FORCE CO., LTD.",J
"ROMDOUL DEVELOPMENT CO., LTD.",J
NAZEM SAIDAHMAD,F
BEIRUT DIAM SAL,J
BEIRUT GEM SAL,J
MONTECARLO BEACH SAL,J
DEBBIYE 143 SAL,J
NOUR HOLDING SAL,J
ARAMOUN 1506 SAL,J
DAMOUR 850 SAL,J
GEBAA 2480 SAL,J
NOUMAYRIYE 1057 SAL,J
BEIRUT TRADE SAL,J
BLUE STAR DIAMOND SAL - OFFSHORE,J
SALEHASSI,F
TONYSAAB,F
MINOCONGO,J
PAIN VICTOIRE,J
TRANS GAZELLE,J
INTER ALIMENT SAL OFF-SHORE,J
SALASKO OFFSHORE S.A.L.,J
AL YUMUN REAL ESTATE COMPANY SAL,J
ALEXANDER NIKOLAEVICHGANOV,F
TABAN DENGGAI,F
MOSESMUKIIBI,F
WILSON MASALUMUSENE,F
DORAHMIREMBE,F
PATRICKECOBU,F
"GBJ DE COLIMA, S.A. DE C.V.",J
INTERNATIONAL INVESTMENTS HOLDING S.A. DE C.V.,J
CORPORATIVO SUSHI PROVI S. DE R.L. DE C.V.,J
"CONSORCIO VENEZOLANO DE INDUSTRIAS AERONAUTICAS Y SERVICIOS AEREOS, S.A.",J
"MASTER REPOSTERIAS Y RESTAURANTES, S.A. DE C.V.",J
YINYINTIAN,F
JIADONGLI,F
ASA'IB AHL AL-HAQ,J
ESFAHAN STEEL COMPANY,J
KHORASAN STEEL COMPANY,J
SOUTH KAVEH STEEL COMPANY,J
CHADORMALU MINING & INDUSTRIAL COMPANY,J
OXIN STEEL COMPANY,J
ARFA IRON AND STEEL COMPANY,J
IRAN ALLOY STEEL COMPANY,J
KHOUZESTAN STEEL COMPANY,J
ALMAHDI ALUMINUM CO.,J
NATIONAL IRANIAN COPPER INDUSTRIES COMPANY,J
GOLGOHAR MINING AND INDUSTRIAL COMPANY,J
IRANIAN GHADIR IRON & STEEL CO.,J
REPUTABLE TRADING SOURCE LLC,J
FAYSALAL-WADI,F
MUSBAH MOHAMAD MWADI,F
NOURDDIN MILOOD MMUSBAH,F
ALWEFAQ LTD,J
MARAYA,J
SABA STEEL,J
HORMOZGAN STEEL COMPANY,J
IRAN ALUMINUM COMPANY,J
KHALAGH TADBIR PARS CO.,J
JOSE GREGORIONORIEGA FIGUEROA,F
LUIS EDUARDOPARRA RIVERO,F
JOSE DIONISIOBRITO RODRIGUEZ,F
CONRADO ANTONIOPEREZ LINARES,F
NEGAL MANUELMORALES LLOVERA,F
FRANKLYN LEONARDODUARTE,F
ADOLFO RAMONSUPERLANO,F
ALISHAMKHANI,F
HONGYUAN MARINE CO LTD,J
YV3360,J
YV2040,J
YV2726,J
YV2485,J
YV2486,J
HONG XUN,J
YV2565,J
YV2567,J
YV1118,J
YV2734,J
YV2716,J
YV2738,J
YV2739,J
YV2763,J
YV2762,J
YV2869,J
PAMCHEL TRADING BEIJING CO. LTD.,J
POWER ANCHOR LIMITED,J
ALI AKBARSALEHI,F
YURI MIKHAILOVICHGOTSANYUK,F
SAGE ENERGY HK LIMITED,J
BENEATHCO DMCC,J
"PEAKVIEW INDUSTRY CO., LIMITED",J
TRILIANCE PETROCHEMICAL CO. LTD.,J
MIKHAIL VLADIMIROVICHRAZVOZHAEV,F
VLADIMIR VLADIMIROVICHNEMTSEV,F
SERGEI ANDREEVICHDANILENKO,F
LIDIA ALEKSANDROVNABASOVA,F
EKATERINA EDUARDOVNAPYRKOVA,F
EKATERYNA BORYSOVNAALTABAEVA,F
"SHANDONG QIWANGWA PETROCHEMICAL CO., LTD.",J
JIAXIANG INDUSTRY HONG KONG LIMITED,J
ALIBAYANDARIAN,F
ZHIQINGWANG,F
YV1003,F
YV2984,F
YV1004,F
YV1008,F
YV1009,F
YV1005,F
YV1850,F
YV2421,F
YV2422,F
YV3434,F
YV2558,F
YV2559,F
YV378T,F
YV1007,F
YV2557,F
YV2556,F
YV1000,F
YV3016,F
YV2966,F
YV2850,F
YV2849,F
YV2851,F
YV2911,F
YV2912,F
YV2913,F
YV2943,F
YV2944,F
YV2953,F
YV2954,F
YV2965,F
YV2964,F
YV3052,F
YV3071,F
YV2969,F
YV2970,F
YV2993,F
YV2994,F
YV3032,F
YV3033,F
YV3034,F
ESPANA INFORMATICA S.A.,J
KHALIL AHMADHIJAZI,F
KASSEM MOHAMADHIJAZI,F
LUIS ALBERTOPEREZ OLIVAS,F
JUAN ANTONIOVALLE VALLE,F
JUSTO PASTORURBINA,F
ATLAS HOLDING,J
KASSEM MOHAMAD ALIBAZZI,F
MEDICAL EQUIPMENT AND DRUGS INTERNATIONAL CORPORATION,J
SHAHED PHARM,J
AMANA FUEL CO.,J
AMANA PLUS S.A.L.,J
AL KAWTHAR,J
AMANA SANITARY AND PAINTS COMPANY L.T.D.,J
CITY PHARMA SARL,J
GLOBAL TOURISTIC SERVICES SAL,J
MIRATH S.A.L.,J
SANOVERA PHARM COMPANY SARL,J
CAPITAL S.A.L.,J
AHMADJANNATI,F
MOHAMMADYAZDI,F
MOHAMMAD HASANSADEGHI MOGHADAM,F
SIAMAKRAHPEYK,F
ABBAS ALIKADKHODAEI,F
KOREA DAIZIN TRADING CORP.,J
IVAN ADOLFOACOSTA MONTALVAN,F
JUAN CARLOSORTEGA MURILLO,F
DIFUSO COMUNICACIONES S.A.,J
ANSELEM NHAMOSANYATWE,F
OWENNCUBE,F
AHMADAL-HAMIDAWI,F
ALI HASSANKHALIL,F
LIZ PAOLADOLDAN GONZALEZ,F
MOBILE ZONE INTERNATIONAL IMPORT-EXPORT S.R.L.,J
TNK TRADING INTERNATIONAL S.A.,J
PETRO GRAND FZE,J
ALPHABET INTERNATIONAL DMCC,J
SWISSOL TRADE DMCC,J
ALAM ALTHRWA GENERAL TRADING LLC,J
ALWANEO L.L.C. CO.,J
SPI INTERNATIONAL,J
MCFLY PLASTIC HK LIMITED,J
"DALIAN GOLDEN SUN IMPORT AND EXPORT CO., LTD.",J
ALI ABDULLAHAYOUB,F
"TIANYI INTERNATIONAL DALIAN CO., LTD.",J
"SATURN OASIS CO., LIMITED",J
ARMED FORCES SOCIAL SECURITY INVESTMENT COMPANY,J
MAIN STREET 1095 PROPRIETARY LIMITED,J
MOHAMMAD HASSANTOULAI,F
HOSSEINTAVAKKOLI,F
REZA EBADZADEHSEMNANI,F
HASANSABURINEZHAD,F
MADA'IN NOVIN TRADERS,J
VALIGHOLIZADEH,F
SAYYED REZAMUSAVIFAR,F
MIDDLE EAST SAMAN CHEMICAL COMPANY,J
AL KHAMAEL MARITIME SERVICES,J
ALI FARHANASADI,F
SHAYKH 'ADNANAL-HAMIDAWI,F
MOHAMMED SAEED ODHAFAAL BEHADILI,F
ALI HUSSEIN FALIHAL-MANSOORI,F
SAYYED YASERMUSAVIR,F
RECONSTRUCTION ORGANIZATION OF HOLY SHRINES IN IRAQ,J
HASSANPELARAK,F
ALIREZAFADAKAR,F
MUHAMMADAL-GHORAYFI,F
MASOUDSHOUSHTARIPOUSTI,F
MOHAMMADJALAL MAAB,F
MEHDIGHASEMZADEH,F
MASHALLAHBAKHTIARI,F
BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,J
RUSSIAN IMPERIAL MOVEMENT,J
STANISLAV ANATOLYEVICHVOROBYEV,F
DENIS VALIULLOVICHGARIYEV,F
NIKOLAY NIKOLAYEVICHTRUSHCHALOV,F
JOSE JORGEMOJICA MEJIA,F
STAR 18,F
AMIR MUHAMMAD SA'ID ABDAL-RAHMANAL-MAWLA,F
MUNDO DIGITAL S.A.,J
DAMASCUS CHAM HOLDING COMPANY,J
HASANAL-SHABAN,F
AMIRDIANAT,F
TAIF MINING SERVICES LLC,J
SHANGHAI SAINT LOGISTICS LIMITED,J
JULIO CESARAVILES CASTILLO,F
HOSSEINASHTARI FARD,F
AYOUBSOLEIMANI,F
MOHSENFATHI ZADEH,F
YAHYAMAHMOODZADEH,F
HAMIDRAZAASHRAQ,F
MOHAMMADALI NOORINAJAD,F
HASSANSHAHVARPOUR NAJAFABADI,F
ABDOLREZARAHMANI FAZLI,F
LAW ENFORCEMENT FORCES OF THE ISLAMIC REPUBLIC OF IRAN COOPERATIVE FOUNDATION,J
HABILDARVISH,F
OLGA MARIAZEPEDA ESPARZA,F
VERONICAESPARZA GARCIA,F
JOAQUINLEAL JIMENEZ,F
"LIBRE ABORDO, S.A. DE C.V.",J
SCHLAGER BUSINESS GROUP S. DE R.L. DE C.V.,J
WASHINGTON TRADING LTD,J
GREAT TEHRAN PENITENTIARY,J
QARCHAK PRISON,J
RICHARD IZUCHUKWUUZUH,F
MICHEALOLORUNYOMI,F
ALEX AFOLABIOGUNSHAKIN,F
FELIX OSILAMAOKPOH,F
NNAMDI ORSONBENSON,F
ABIOLA AYORINDEKAYODE,F
MAJIDAGHA'I,F
AMJADSAZGAR,F
BI SIDISOULEYMANE,F
APEX DEVELOPMENT AND PROJECTS LLC,J
KALAI INDUSTRIES,J
GRAND TOWN TOURIST CITY,J
TELEFOCUS SAL OFFSHORE,J
TELEFOCUS CONSULTANTS INC,J
ZUBAIDI AND QALEI LLC,J
CASTLE INVESTMENT HOLDING,J
EBLA HOTEL,J
KHALEDAL-ZUBAIDI,F
NADERKALAI,F
SANTIAGO JOSEMORON HERNANDEZ,F
RICARDO JOSEMORON HERNANDEZ,F
DAMASCUS CHAM FOR MANAGEMENT LLC,J
BUNYAN DAMASCUS PRIVATE JOINT STOCK COMPANY,J
MIRZA COMPANY,J
ADEL ANWARAL-OLABI,F
NAZIR AHMAD MOHAMMEDJAMALEDDINE,F
TAMAYOZ LLC,J
RAWAFED DAMASCUS PRIVATE JOINT STOCK COMPANY,J
RAMAK DEVELOPMENT AND HUMANITARIAN PROJECTS LLC,J
AL-AMAR ONE-PERSON LLC,J
TIMEET TRADING LLC,J
WINGS PRIVATE JSC,J
CASTLE HOLDING GMBH,J
ART HOUSE GMBH,J
ALEL TECHNOLOGIES LLC,J
LUZY TECHNOLOGIES LLC,J
COSMO RESOURCES PTE. LTD.,J
FOURTH DIVISION OF THE SYRIAN ARAB ARMY,J
AHMAD SABIR MOHAMMEDHAMSHO,F
ASMAAL-ASSAD,F
AMR MOHAMEDHAMSHO,F
ALI MUHAMMADHAMSHO,F
RANIAALDABBAS,F
BUSHRAAL-ASSAD,F
GHASSAN ALIBILAL,F
SAMERAL-DANA,F
MANALAL-ASSAD,F
ALIDANAEI KENARSARI,F
MOHSENGOHARDEHI,F
"M INVEST, OOO",J
ALIREZARAHNAVARD,F
HAMIDREZAYAHYA ZADEH,F
REZAVAZIRI,F
TARA STEEL TRADING GMBH,J
METIL STEEL,J
MEROE GOLD CO. LTD.,J
PACIFIC STEEL FZE,J
BETTER FUTURE GENERAL TRADING CO LLC,J
TUKA METAL TRADING DMCC,J
SIRJAN JAHAN STEEL COMPLEX,J
ANDREI SERGEEVICHMANDEL,F
IRAN CENTRAL IRON ORE COMPANY,J
MIKHAIL SERGEYEVICHPOTEPKIN,F
IGOR VALERIEVICHLAVRENKOV,F
SHINE DRAGON GROUP LIMITED,J
"SHEN YANG JING CHENG MACHINERY IMP&EXP. CO., LIMITED",J
MOHAMEDAL-KANI,F
ZHE JIANG JIAYI SMALL COMMODITIES TRADE COMPANY LIMITED,J
GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY LTD.,J
QASIOUN MALL,J
XINJIANG PUBLIC SECURITY BUREAU,J
LIUJUNHUO,F
MINGSHANWANG,F
ALESSANDROBAZZONI,F
FRANCISCO JAVIERD'AGOSTINO CASADO,F
HAILUNZHU,F
QUANGUOCHEN,F
DAVID EUGENIODE LIMA SALAS,F
MILITARY CONSTRUCTION ESTABLISHMENT,J
PRODUCTIVE PROJECTS ADMINISTRATION,J
CHRISTANG,F
TERESACHENG,F
STEPHENLO,F
ERICKTSANG,F
CARRIELAM,F
JOHN KA-CHIULEE,F
XIAOMINGZHANG,F
ERICCHAN,F
YANXIONGZHENG,F
BAOLONGXIA,F
HUININGLUO,F
WASSIM ANWARAL-QATTAN,F
INTERSECTION LLC,J
AL-JALAA HOTEL,J
MASSA PLAZA MALL,J
YALBAGHA COMPLEX,J
ADAM TRADING AND INVESTMENT LLC,J
MURUJ CHAM INVESTMENT AND TOURISM GROUP,J
LAROSA FURNITURE,J
WASSIM KATTAN LLC,J
HAFEZAL-ASSAD,F
KARAMAL-ASSAD,F
ZUHAIR TAWFIKAL-ASSAD,F
FIRST DIVISION OF THE SYRIAN ARAB ARMY,J
XINJIANG PRODUCTION AND CONSTRUCTION CORPS,J
JINLONGSUN,F
JIARUIPENG,F
FARUQHAMUD,F
KUDAKWASHE REGIMONDTAGWIREI,F
SAKUNDA HOLDINGS,J
REINALDO ENRIQUEMUNOZ PEDROZA,F
INDIRA MAIRAALFONZO IZAGUIRRE,F
JOSE LUISGUTIERREZ PARRA,F
ANDRII LEONIDOVYCHDERKACH,F
KANIYAT MILITIA,J
PARTHIA CARGO LLC,J
AMINMAHDAVI,F
DELTA PARTS SUPPLY FZC,J
JAVADKARIMI SABET,F
BEHROUZKAMALVANDI,F
PEZHMANRAHIMIAN,F
LUNAAL SHIBL,F
MOHAMAD AMMARSAATI BIN MOHAMAD NAWZAD,F
SAMERISMAIL,F
GHAITHDALAH,F
FADISAQR,F
ZAGROS PETROCHEMICAL,J
ELEMENTO LIMITED,J
ELEMENTO OIL & GAS LTD,J
ELEMENT CAPITAL ADVISORS LIMITED,J
YASSER HUSSEINIBRAHIM,F
BALITA,F
DOMANI,F
FREEDOM,F
MAKSIM GORKY,F
SIERRA,F
INSTITUTO NACIONAL DE LOS ESPACIOS ACUATICOS E INSULARES,J
RUSTANKER LLC,J
ABADAN OIL REFINING COMPANY,J
ZHIHANG SHIP MANAGEMENT SHANGHAI CO LTD,J
NEW FAR INTERNATIONAL LOGISTICS LIMITED,J
CHEMTRANS PETROCHEMICALS TRADING LLC,J
SINO ENERGY SHIPPING HONGKONG LIMITED,J
MINSHI,F
ZUOYOULIN,F
ALIREZAAMIN,F
DANILPOTEKHIN,F
DMITRIIKARASAVIDI,F
PETROTECH FZE,J
DINRIN LIMITED,J
TRIO ENERGY DMCC,J
JINGHO TECHNOLOGY CO. LIMITED,J
DYNAPEX ENERGY LIMITED,J
MOBIN INTERNATIONAL LIMITED,J
MAHMOUDMADANIPOUR,F
MOBIN HOLDING LIMITED,J
OMAN FUEL TRADING LTD,J
YURIY KHADZYMURATAVICHKARAEU,F
ALYAKSANDR PYATROVICHBARSUKOU,F
IVAN ULADZIMIRAVICHKUBRAKOU,F
DZMITRIY ULADZIMIRAVICHBALABA,F
JOSE BERNABEGUTIERREZ PARRA,F
MIGUEL ANTONIO JOSEPONENTE PARRA,F
GUILLERMO ANTONIOLUCES OSORIO,F
CHAIM JOSEBUCARAN PARAGUAN,F
WILLIAMS JOSEBENAVIDES RONDON,F
PAUL HERBERTOQUIST KELLEY,F
YURIY HENADZIEVICHNAZARANKA,F
ANA JULIAGUIDO DE ROMERO,F
KHAZALBEK BAKHTSIBEKAVICHATABEKAU,F
VADZIM DZMITRIEVICHIPATAU,F
ALENA MIKALAEUNADMUKHAYLA,F
YUSUFFINYANUS,F
COOPERATIVA DE AHORRO Y CREDITO CAJA RURAL NACIONAL RL,J
"UNION DEVELOPMENT GROUP CO., LTD.",J
ARTEM MIKHAYLOVICHLIFSHITS,F
ANTON NIKOLAEYVICHANDREYEV,F
ABD AL-AZIZ MALLUHMIRJIRASH AL-MUHAMMADAWI,F
HAZEM YOUNESKARFOUL,F
NABAH LTD,J
ZINEB SOUMA YAHYAJAMMEH,F
DARYA DMITRIYEVNAASLANOVA,F
ALIDARASSA,F
ARCH CONSULTING,J
MEAMAR SARL,J
MASOUDKARBASIAN,F
ATLANTIC SHIP MANAGEMENT COMPANY,J
ALI AKBARPUREBRAHIM,F
MINISTRY OF PETROLEUM,J
BIJANZANGANEH,F
LONGBOW LAKE,F
WU XIAN,F
NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY,J
NATIONAL IRANIAN OIL PRODUCTS DISTRIBUTION COMPANY,J
IRANIAN OIL PIPELINES AND TELECOMMUNICATION CO.,J
NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION COMPANY,J
IMAM KHOMEINI SHAZAND OIL REFINING COMPANY,J
ALIREZASADIQABADI,F
BEHZADMOHAMMADI,F
SULTAN KHALIFAHAS'AD,F
HOJJATGHOLIZADEH,F
MOHAMMAD HASSANMEHRI,F
MOHSEN RAEESINAFTCHI,F
SAEEDMOSTAFAEI,F
HASSAN FAZLIMAGHSOUDI,F
AMIN HOSSEINZADEHKHANMIRI,F
ESMAILHAMIDI,F
MOHSEN MATLOUBMOGHADAM,F
ALIKAMALI,F
NEMATOLLAH HOSEINBABAIE,F
MOHAMMADMAHMOUDI,F
MAYSAMJALALI,F
VALIMOSTAFANEJAD,F
MOHAMMADKHALILZADEH,F
OMIDABEDSHAHI,F
MOHAMMADREZAJAFARIBANDARABADI,F
OMID MOOSAZADEH HAMZEHKANDI,F
ALIREZAEMADODDIN,F
PAYMAN DEHGHANPOURFARASHAH,F
SALAR MAHMOUDZADEH,F
SEYED HAMIDABOUTORABI,F
MOHAMMAD ALIMIRZAEI,F
ALI AKBAR REZAEITAVANA,F
ABOLFAZLJABARI,F
REZAMIRZAEI,F
MAHMOUDMEHRI,F
SHAHRIYARMADHI,F
OMIDAKBARIANA,F
JAVADTAHERISHABAN,F
REZA MOHAMMADIAZIZABADI,F
AMIRHOSSEINAZADKHANI,F
SEYED MOHAMMADKALAMI,F
ALIREZAOSTADAKBARI,F
BENHAMLOTFI,F
ABOLFAZL HOSSEIN POURDAVOODI,F
MANSOORGASHASBI,F
MOHSENNOORI,F
HOSSEINNAZARIKOLEHJOUB,F
MOSTAFASEDAGHATI,F
GHOLAMREZA RADMARDIRANAGH,F
MOHAMMADBAGHERRASOULI,F
MAHDIMEHRI,F
AMIRHOSSEINSAFARI,F
SEYEDMOHAMMADGHAFFARIANANBERAN,F
MAHDIHEJABI,F
RANA INTELLIGENCE COMPUTING COMPANY,J
ADVANCED PERSISTENT THREAT 39,J
KHODR TAHERBIN ALI,F
NASROLLAHSARDASHTI,F
VIYANZANGANEH,F
ATLAS SHIP MANAGEMENT,J
CASTLE SECURITY AND PROTECTION LLC,J
EMMA LLC,J
EMMA TEL LLC,J
ELLA MEDIA SERVICES LLC,J
EMMA TEL PLUS LLC,J
SYRIAN HOTEL MANAGEMENT LLC,J
AL ALI AND AL HAMZA LLC,J
SYRIAN COMPANY FOR METALS AND INVESTMENTS LLC,J
JASMINE CONTRACTING COMPANY,J
GOLDEN STAR TRADING LLC,J
ELLA TOURISM COMPANY,J
SYRIAN TRANSPORT AND TOURISM COMPANY,J
M FINANS,J
LOBAYE INVEST,J
YEVGENYKHODOTOV,F
HAMID REZAGHADIRIAN,F
AHMAD ASGHARISHIVA'I,F
HUSAM MUHAMMADLOUKA,F
"NPP PT OKEANOS, AO",J
ELENA NIKOLAEVNAIVANOVA,F
VLADISLAV YURYEVICHZANIN,F
BORIS ALEKSANDROVICHGAYKOVICH,F
NADEZHDA LEONIDOVNAKUCHUMOVA,F
ASGHARESMA'ILPUR,F
MOHAMMADGHOLAMI,F
"SHANGHAI CISHUN FINE CHEMICAL CO, LTD.",J
ALEKSANDR YURYEVICHKUZIN,F
DMITRY SERGEEVICHSYTII,F
ADEL ABAD PRISON,J
ORUMIYEH PRISON,J
VAKILABAD PRISON,J
SEYYED MAHMOUDSADATI,F
MOHAMMADSOLTANI,F
BRANCH 1 OF THE SHIRAZ REVOLUTIONARY COURT,J
MOHAMMADGHANNADI MARAGHEH,F
NASREEN HUSSEINIBRAHIM,F
RANA HUSSEINIBRAHIM,F
MILADJEDID,F
SYRIAN MINISTRY OF TOURISM,J
LUIS ALBERTORODRIGUEZ LOPEZ-CALLEJA,F
KONSTANTINKULYK,F
OLEKSANDRDUBINSKY,F
KOREA CHOLSAN GENERAL TRADING CORPORATION,J
MOKRAN LLC,J
GHASSAN JAOUDATISMAIL,F
NASRAL-ALI,F
STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS,J
NABILTOUMEH BIN MOHAMMED,F
TOUMEH INTERNATIONAL GROUP,J
DELIGHT SHIPPING COMPANY LIMITED,J
GRACIOUS SHIPPING COMPANY LIMITED,J
NOBLE SHIPPING COMPANY LIMITED,J
SUPREME SHIPPING COMPANY LIMITED,J
"REACH HOLDING GROUP SHANGHAI CO., LTD.",J
"REACH SHIPPING LINES HONG KONG CO., LIMITED",J
ERICCHEN,F
DANIEL Y.HE,F
AHMED LUQMANTALIB,F
TALIB AND SONS PTY LTD,J
ELEMENTO SOLUTIONS LIMITED,J
JAMBANYANI SAFARIS,J
CATALINA HOLDINGS CORP.,J
"D'AGOSTINO & COMPANY, LTD",J
82 ELM REALTY LLC,J
SYRIAN MINISTRY OF PETROLEUM AND MINERAL RESOURCES,J
MORVARID PETROCHEMICAL,J
ARYA SASOL POLYMER,J
JIAXIANG ENERGY HOLDING PTE. LTD.,J
BINRIN LIMITED,J
ELFO ENERGY HOLDING LIMITED,J
GLORY ADVANCED LIMITED,J
SIBSHUR LIMITED,J
"JANE SHANG CO., LIMITED",J
AMER TAYSIRKHITI,F
KHITI HOLDING GROUP,J
ABID ALIKHAN,F
ABID ALI KHAN TRANSNATIONAL CRIMINAL ORGANIZATION,J
REDI HUSSEIN KHALGUL,F
SHAKEELKARIM,F
CHOUDRY IKRAMWARAICH,F
LUCIORODRIGUEZ SERRANO,F
IRAJMASJEDI,F
CENTRAL PUBLIC PROSECUTORS OFFICE,J
HUSSAMBIN AHMED RUSHDI AL-QATIRJI,F
PUBLIC ESTABLISHMENT FOR REFINING AND DISTRIBUTION,J
ARFADA PETROLEUM PRIVATE JOINT STOCK COMPANY,J
SALLIZAR SHIPPING SAL,J
AL-RESAFA REFINERY COMPANY PRIVATE JSC,J
COASTAL REFINERY COMPANY PRIVATE JSC,J
KAMALIMAD AL-DIN AL-MADANI,F
TARIQIMAD AL-DIN AL-MADANI,F
ISLAMIC RADIO AND TELEVISION UNION,J
INTERNATIONAL UNION OF VIRTUAL MEDIA,J
BAYAN RASANEH GOSTAR INSTITUTE,J
NABILQAOUK,F
HASSANAL-BAGHDADI,F
BAKHTAR COMMERCIAL COMPANY,J
KAVIAN PETROCHEMICAL COMPANY,J
STRAIT SHIPBROKERS PTE. LTD.,J
LIN NAWEI,F
MURTUZA MUSTAFAMUNIRBASRAI,F
HOSSEIN FIROUZIARANI,F
RAMEZANOLADI,F
NATIONAL DEFENSE FORCES,J
SAQRRUSTOM,F
FALIHAL-FAYYADH,F
GIBRANBASSIL,F
EUGENIO DARIOMOLINA LOPEZ,F
JHON FREDYZAPATA GARZON,F
TATIANA MARGUERIDZAPATA GARZON,F
EUCLIDESCORREA SALAS,F
EINERMURILLO PALACIOS,F
LAS INGENIERIAS S.A.S.,J
FRESNO HOME S.A.S.,J
DISTRIECOR S.A.S.,J
MULTIOPERACIONES DE OCCIDENTE S.A.S.,J
HODA TRADING,J
"PROMA INDUSTRY CO., LTD.",J
"SOLTECH INDUSTRY CO., LTD.",J
MOHAMMADSOLTANMOHAMMADI,F
"DES INTERNATIONAL CO., LTD.",J
"NAZ TECHNOLOGY CO., LTD.",J
SHIH MEISUN,F
ARTIN SANA'AT TABAAN COMPANY,J
MOHAMMADBANIHASHEMI,F
CHIN-HUAHUANG,F
EDWINALAU,F
HARRY VARNEY GBOTO-NAMBISHERMAN,F
KWAI-WAHLI,F
ZHONGHUADENG,F
JIANGZHOULI,F
ISLAMIC REVOLUTION MOSTAZAFAN FOUNDATION,J
AMIR-MANSOURBORGHEI,F
IRAN ELECTRONIC DEVELOPMENT COMPANY,J
JAVADGHANA'AT,F
KHOSROMOKHTARI,F
SINA ENERGY DEVELOPMENT COMPANY,J
SINA PAYA SANAT DEVELOPMENT CO.,J
MOHAMMADESKANDARI,F
MOHSENALIKHANI,F
SEYYED ZIAIMANI,F
SANATI DOODEH FAM CO.,J
RAH NEGAR PARS MIDDLE EAST COMPANY,J
KAVEH PARS MINING INDUSTRIES DEVELOPMENT COMPANY,J
JAVADOJI,F
PEYVAND TEJARAT ATIEH IRANIAN COMPANY,J
SEYYED MOHAMMADATABAK,F
SHISHEH VA GAS INDUSTRIES GROUP,J
SINA FINANCIAL AND INVESTMENT HOLDING COMPANY,J
DAMAVAND MINING,J
TEHRAN CEMENT COMPANY,J
SINA PORT AND MARINE SERVICES DEVELOPMENT COMPANY,J
IRAN TIRE MANUFACTURING COMPANY,J
BEHRAN OIL CO.,J
TEHRAN INTERNATIONAL TRANSPORT CO,J
NORTH WOOD INDUSTRY COMPANY,J
KAVEH KHOZESTAN ALUMINUM COMPANY,J
OMRAN VA MASKAN IRAN COMPANY,J
SINA TILE AND CERAMIC INDUSTRIES COMPANY,J
SINA CURRENCY EXCHANGE COMPANY,J
